label,youtube_id,time_start,time_end,split,is_cc
applauding,H10PczAt2Fk,1,11,train,0
applauding,Hfa1LcjIMNQ,316,326,train,0
applauding,hPUKSptJ6rA,0,10,train,0
applauding,Ie-XvIb_TNQ,135,145,train,0
applauding,jme3CDjvau0,162,172,train,0
applauding,m5G9kaeJShw,23,33,train,0
applauding,OiUqoeg2rHU,2,12,train,0
applauding,pht8uD-aS8I,1,11,train,0
applauding,qhdSWKc7EaE,2,12,train,0
applauding,RRQXs4n3BOc,4,14,train,0
applauding,SdcI_YupsUA,46,56,train,0
applauding,sqFK7QIGp7c,1,11,train,0
applauding,tag9tRBF0C4,0,10,train,0
applauding,VAh5tdNXNSo,19,29,train,0
applauding,wkv2FGv-ons,35,45,train,0
applauding,XfZ9oWNv0Nc,8,18,train,0
applauding,zQ0xlrrOcDI,4,14,train,0
applauding,zT8TDSBFgT4,0,10,train,0
"applying cream",1mAjYWlQIXs,24,34,train,0
"applying cream",3WXeRhY8mWY,120,130,train,0
"applying cream",47At-s3_DWA,22,32,train,0
"applying cream",6vEuZxdEOC4,22,32,train,0
"applying cream",AS9aL92iAbQ,5,15,train,0
"applying cream",B-f5WBVf18A,42,52,train,0
"applying cream",bPfdGR2Vmds,19,29,train,0
"applying cream",CasOynLEaNY,14,24,train,0
"applying cream",CiOKJ8tX38A,27,37,train,0
"applying cream",DRofQZrwzFI,62,72,train,0
"applying cream",dSNbiu1Tyrc,200,210,train,0
"applying cream",dsVB6NWrfHo,19,29,train,0
"applying cream",DXv5Rk7XZmg,565,575,train,0
"applying cream",EdOz7YvKKpc,26,36,train,0
"applying cream",f8idVv32Ods,34,44,train,0
"applying cream",G0blz2RAj_Y,673,683,train,0
"applying cream",g_9oEKXY6jM,16,26,train,0
"applying cream",hDY82IyxIlY,24,34,train,0
"applying cream",iVlyjAH2saU,67,77,train,0
"applying cream",n4vOsPCL4Y4,7,17,train,0
"applying cream",oFFfipFcsFs,12,22,train,0
"applying cream",OGGWg1uTEaY,31,41,train,0
"applying cream",OrLOZNNJjxE,18,28,train,0
"applying cream",QJwOqzSMIsw,2,12,train,0
"applying cream",rE9E2N0jJXk,419,429,train,0
"applying cream",S3S4VC1stwQ,23,33,train,0
"applying cream",sUIUf2BvLa8,12,22,train,0
"applying cream",TeQeZrND2CA,10,20,train,0
"applying cream",TS6JMAVWgXM,47,57,train,0
"applying cream",Xatd4GhW6oU,27,37,train,0
"applying cream",XbRcJ7mgzVM,72,82,train,0
"applying cream",yV063rmlEpk,0,10,train,0
"applying cream",ZxvL38mEtMs,40,50,train,0
archery,-7CCKp2pS9w,5,15,train,0
archery,04RxZNFMPu0,52,62,train,0
archery,0ZZCuBKPse8,134,144,train,0
archery,10Y56qTbEVM,43,53,train,0
archery,16dSjInTzIQ,6,16,train,0
archery,1DveuUwE3Tg,8,18,train,0
archery,1msv_RqVy60,48,58,train,0
archery,1whfLix7g3A,45,55,train,0
archery,4yrErErLTFs,632,642,train,0
archery,5hEy5T2VJe8,106,116,train,0
archery,5Odn9bZcg0o,706,716,train,0
archery,7ZJoz_n-oW8,76,86,train,0
archery,a1oUyeCvvgY,12,22,train,0
archery,BAksX9tIa7A,27,37,train,0
archery,bOSvjVmoFXY,1,11,train,0
archery,BUaXiU7krKQ,17,27,train,0
archery,BuJE6XGFbTk,19,29,train,0
archery,cGd1WYQRPtg,38,48,train,0
archery,cHdxU7XgrdU,9,19,train,0
archery,cPqgW4iA4Sc,111,121,train,0
archery,cziXpJx9tlk,192,202,train,0
archery,g8fIIdfj3Xs,59,69,train,0
archery,GcQmNCka2IE,110,120,train,0
archery,gLX8IR8Pwvs,0,10,train,0
archery,JmBrCpBiPTs,354,364,train,0
archery,JunubfuTvNE,72,82,train,0
archery,JxlMRNi6v5I,33,43,train,0
archery,J_LFkl_JgRQ,1,11,train,0
archery,kzH6ToniP_E,4,14,train,0
archery,LF2SQrl97_g,46,56,train,0
archery,lR6vJg6_D50,31,41,train,0
archery,M9mtE4Lg-cU,154,164,train,0
archery,mBDE4JMQoNg,109,119,train,0
archery,MQ6ciZrTJWw,0,10,train,0
archery,N0MYto7CC-c,121,131,train,0
archery,NHn6-AYwDP4,84,94,train,0
archery,P9tA-lz-6yo,23,33,train,0
archery,pORR_ZZxZNA,5,15,train,0
archery,r9C48JdNKBM,1,11,train,0
archery,RLAue2Qutos,137,147,train,0
archery,rslaVtvQRcM,261,271,train,0
archery,SkPfNcNDcvI,96,106,train,1
archery,SrXYf57qDxY,0,10,train,0
archery,T957aEYDrMI,16,26,train,0
archery,TFOpxx6ZlY4,0,10,train,0
archery,ulD8leBDwiM,51,61,train,0
archery,uyDPYr-ULeY,21,31,train,0
archery,Wr7VVEDqaSQ,1,11,train,0
archery,wZufIJBxgjM,54,64,train,0
archery,YCSFBwjHlzQ,119,129,train,0
archery,yIgL254sGVA,22,32,train,0
archery,zv9d0Ldkni0,209,219,train,0
"arm wrestling",2W5bCkKz5z8,11,21,train,0
"arm wrestling",4fxGHBBg6ns,16,26,train,0
"arm wrestling",4oo45Aiy_S0,243,253,train,0
"arm wrestling",4XtKxxgzHkE,29,39,train,0
"arm wrestling",5J5S7X10CRQ,37,47,train,0
"arm wrestling",5rdtmGG_UIc,101,111,train,0
"arm wrestling",5UfVU_S9Roc,26,36,train,0
"arm wrestling",82kS4pXklUs,192,202,train,0
"arm wrestling",9LYseAMcVYY,102,112,train,0
"arm wrestling",a4ZCfj9p9-U,7,17,train,0
"arm wrestling",bVipYS94x6c,67,77,train,0
"arm wrestling",Bw7Ma7KDkCI,0,10,train,0
"arm wrestling",c0oN8hfbvpU,15,25,train,0
"arm wrestling",C0Xjfdf25Y0,17,27,train,1
"arm wrestling",ddt2w9t57fg,4,14,train,0
"arm wrestling",DtvqedtBxLQ,11,21,train,0
"arm wrestling",E1L-Eyqr_Yw,6,16,train,0
"arm wrestling",ebuSeRi8_Fw,724,734,train,0
"arm wrestling",e_WyceSu-YY,1,11,train,0
"arm wrestling",f9aD8SuMz-Q,24,34,train,0
"arm wrestling",g09gfdsnm64,281,291,train,0
"arm wrestling",ggohxATLcaw,119,129,train,0
"arm wrestling",grAvNzvEZ1Y,33,43,train,0
"arm wrestling",gsIhTOBf_Dg,70,80,train,0
"arm wrestling",guqdUK2IYhg,89,99,train,0
"arm wrestling",HcwuY8PiLuU,205,215,train,0
"arm wrestling",hdttqdqswvc,2,12,train,0
"arm wrestling",icEtLpL9SkU,20,30,train,0
"arm wrestling",IUZJx3gA0IM,3,13,train,0
"arm wrestling",JT_cLKQesc4,66,76,train,0
"arm wrestling",kKAtbffqi5s,0,10,train,0
"arm wrestling",kpED2oHnD3o,67,77,train,1
"arm wrestling",ldD2GEJAwU4,39,49,train,0
"arm wrestling",MBq6P44_Sj0,8,18,train,0
"arm wrestling",MIdPCtqMqig,4,14,train,0
"arm wrestling",Mig3KrXKZX4,3,13,train,0
"arm wrestling",NfljLjgxM5w,1,11,train,0
"arm wrestling",nI-eb33yUJ8,13,23,train,0
"arm wrestling",NnzYjnLXOH8,2,12,train,0
"arm wrestling",okKz6JffR0c,77,87,train,0
"arm wrestling",QTUQIeqAQwU,17,27,train,0
"arm wrestling",r1tpKPtaCPw,51,61,train,0
"arm wrestling",Rg8JKQJgycA,12,22,train,0
"arm wrestling",RtDrp5jmt5g,82,92,train,0
"arm wrestling",Rvw6MGWp1iM,168,178,train,0
"arm wrestling",rwkvYUhWWxg,7,17,train,0
"arm wrestling",RYFSQat7TEM,3,13,train,0
"arm wrestling",RYSZ5tEiFLU,91,101,train,0
"arm wrestling",slMahxFDlOQ,33,43,train,0
"arm wrestling",smIpSyoFnfY,6,16,train,0
"arm wrestling",Vuu7UleEV9U,27,37,train,0
"arm wrestling",vV4CfrhLl-I,120,130,train,0
"arm wrestling",wLDkfClpk2Q,68,78,train,0
"arm wrestling",wvkr8Pa1CDk,4,14,train,0
"arm wrestling",XN6JfETPY1I,101,111,train,0
"arm wrestling",zfIQTMHQ5UE,51,61,train,0
"arm wrestling",zp5WrA4CyYA,14,24,train,1
"arm wrestling",ZpjtFEqJKQk,791,801,train,0
"arm wrestling",ZpmFKDeDJO8,17,27,train,0
"arranging flowers",20TfLRKQSHQ,10,20,train,0
"arranging flowers",2K1IEEKets8,92,102,train,0
"arranging flowers",4XLzgoGx8e4,73,83,train,0
"arranging flowers",6wWZVWjt3V8,127,137,train,0
"arranging flowers",8PIPXygKujk,132,142,train,0
"arranging flowers",8Zb8tpOAIMI,225,235,train,0
"arranging flowers",CIlFC8TxnvQ,307,317,train,0
"arranging flowers",CpAGThlY1qM,554,564,train,0
"arranging flowers",dDl0MeGQmGU,65,75,train,0
"arranging flowers",DFlpWanihpA,603,613,train,0
"arranging flowers",F8voxTM5tYQ,52,62,train,0
"arranging flowers",fJRJNXqwPcc,344,354,train,0
"arranging flowers",GgO6ZWXbQZs,1283,1293,train,0
"arranging flowers",hUS5RjnBJEw,11,21,train,0
"arranging flowers",LYysvXhg-A4,1305,1315,train,0
"arranging flowers",PMS0XBZLyFE,39,49,train,0
"arranging flowers",r-TOze_s398,113,123,train,0
"arranging flowers",rnBarj8o8DM,8,18,train,0
"arranging flowers",tf4u_phpuY0,81,91,train,0
"arranging flowers",UD-ITymYSvo,206,216,train,0
"arranging flowers",vzjdQgKfwAw,30,40,train,0
"arranging flowers",WJEkIDBPths,114,124,train,0
"arranging flowers",_MyBL7emXe0,14,24,train,0
"assembling computer",-w8WPKfiHB4,657,667,train,0
"assembling computer",088E5GOX3xU,64,74,train,0
"assembling computer",2K5NBxywV8c,235,245,train,0
"assembling computer",3a9n7G4q30M,48,58,train,0
"assembling computer",6eyGINv_K40,1169,1179,train,0
"assembling computer",6tOv6Ui-_yI,111,121,train,0
"assembling computer",6_Hwj73WfNw,3,13,train,0
"assembling computer",8xrxp5Q9qZM,16,26,train,0
"assembling computer",cpOhZgIVzOg,367,377,train,0
"assembling computer",CtQv1i8tytI,192,202,train,0
"assembling computer",d3qx9t-BD60,36,46,train,0
"assembling computer",duERTEn-Bsw,1,11,train,0
"assembling computer",E8Ll05DSGQU,468,478,train,0
"assembling computer",EOL3nMwLRH8,197,207,train,0
"assembling computer",fxapBpYBTkE,1021,1031,train,0
"assembling computer",HZu_pRTIZeI,425,435,train,0
"assembling computer",j85obuCFbnk,0,10,train,0
"assembling computer",lSWcRTt9U_k,77,87,train,0
"assembling computer",MbHR1fpNzRY,274,284,train,0
"assembling computer",neTA2zmwckA,44,54,train,0
"assembling computer",Nf9ww28mOVI,765,775,train,0
"assembling computer",OKVp2XgZVJw,215,225,train,1
"assembling computer",prU6Z4XstKM,281,291,train,0
"assembling computer",QJNDfOU1Y8U,2,12,train,0
"assembling computer",QRmJJYFBODc,0,10,train,0
"assembling computer",rLL5Xj2c88U,191,201,train,0
"assembling computer",tNpbfkuk8rs,84,94,train,0
"assembling computer",uBQE5LZt4hI,808,818,train,0
"assembling computer",UROO84BsUAM,126,136,train,0
"assembling computer",Utju63TSsPc,3,13,train,0
"assembling computer",VIBOyXyJGWM,70,80,train,0
"assembling computer",xxUezLcXkDs,256,266,train,0
"assembling computer",yFXUZ4jUZk4,31,41,train,0
"assembling computer",yH6WRhCyyJM,103,113,train,0
"assembling computer",yQVPPieRBms,435,445,train,0
"assembling computer",_ZVaqTVXE_s,52,62,train,0
auctioning,0mHpSBaK8e0,92,102,train,0
auctioning,1-5a-fncziw,15,25,train,0
auctioning,A120bxc0vRM,71,81,train,0
auctioning,HD6FYa-v99s,35,45,train,0
auctioning,JaEE2ugv_GE,456,466,train,0
auctioning,lDZfr9diCZM,422,432,train,0
auctioning,lKbchybHafE,209,219,train,0
auctioning,oSpiGXCZX0o,70,80,train,0
auctioning,YjNquZNxGCc,32,42,train,0
"baby waking up",2w4_TRR1LZY,379,389,train,0
"baby waking up",6rKRQoi7sn8,7,17,train,0
"baby waking up",8ApBJb85kT8,7,17,train,0
"baby waking up",A-kN_Gf1Mys,19,29,train,0
"baby waking up",cBAJcdQyUiM,19,29,train,0
"baby waking up",EIx1bxn1mQw,24,34,train,0
"baby waking up",F5A9ldk6pqc,2,12,train,0
"baby waking up",FWb2xMvTQ80,4,14,train,1
"baby waking up",M62qcafJ2gc,70,80,train,0
"baby waking up",N4pi5KwNiQ4,52,62,train,0
"baby waking up",Of82LfFeJFU,20,30,train,1
"baby waking up",Ot1KKr1UoE0,0,10,train,0
"baby waking up",QacKDASxOao,0,10,train,0
"baby waking up",QU-HCz1fy5M,2,12,train,0
"baby waking up",RixyXgTwJJc,269,279,train,0
"baby waking up",S9qyWsCdCMo,43,53,train,0
"baby waking up",SGKvpfQK9hQ,24,34,train,0
"baby waking up",sVBa4jV5MjU,0,10,train,0
"baby waking up",x1JByCc3_ak,3,13,train,0
"baby waking up",xIpHbrgdaSI,8,18,train,0
"baby waking up",_ZrX4nDIzk4,5,15,train,0
"baking cookies",08Etjrvmfe0,33,43,train,0
"baking cookies",1c1FShPyOTc,163,173,train,0
"baking cookies",2humvJMe59c,80,90,train,0
"baking cookies",4-A9NSbyTGs,270,280,train,0
"baking cookies",4tXVkHnPnvo,646,656,train,0
"baking cookies",5qiiRtD2Kjo,121,131,train,0
"baking cookies",5VE9UagQzo4,3,13,train,0
"baking cookies",8npAtc1DBjk,61,71,train,0
"baking cookies",bXNv2KpVOE0,162,172,train,0
"baking cookies",Cfbv0GvIGrE,236,246,train,0
"baking cookies",dAlgWVWQgj4,142,152,train,0
"baking cookies",Dd6tduPUYsI,107,117,train,0
"baking cookies",Du7xf0l9epA,187,197,train,0
"baking cookies",e5h9YbB7k9k,215,225,train,0
"baking cookies",EtrR25HxCA8,47,57,train,0
"baking cookies",gHCZ8G0RybU,4,14,train,0
"baking cookies",GpuT1Y0bAVQ,369,379,train,0
"baking cookies",gwDDBRYz7Ck,480,490,train,0
"baking cookies",gwVfZ-iMC3I,132,142,train,0
"baking cookies",hSvgFq_ucvA,627,637,train,0
"baking cookies",H_0R72mtmHc,309,319,train,0
"baking cookies",IBDHB0a4Roc,113,123,train,0
"baking cookies",IdjWNXmEays,296,306,train,0
"baking cookies",iyOyZJm7fVU,22,32,train,0
"baking cookies",J9FPeXB4_DQ,67,77,train,0
"baking cookies",K1__DRjnyKg,175,185,train,0
"baking cookies",KE8GWFoMu1k,85,95,train,0
"baking cookies",KZQsYT9Jn_4,538,548,train,0
"baking cookies",l0Q4m0ILd-0,448,458,train,0
"baking cookies",LMgk0AE4mp4,135,145,train,0
"baking cookies",luFpQ2RozjU,3,13,train,0
"baking cookies",MJenzD9jex0,365,375,train,0
"baking cookies",N5ndznIow1A,10,20,train,1
"baking cookies",nJSIS5QoYlw,6,16,train,0
"baking cookies",o6kDKllcQLs,2,12,train,0
"baking cookies",oODwveWwv9U,24,34,train,0
"baking cookies",pbSgndtEApM,458,468,train,0
"baking cookies",PGlZ0z3DEHg,105,115,train,0
"baking cookies",PqWiEO5K6IM,110,120,train,0
"baking cookies",Q3XGZmqk1Q0,296,306,train,0
"baking cookies",qBJZVZ1ywEM,86,96,train,0
"baking cookies",QG6Pxf0Wlg8,34,44,train,0
"baking cookies",Qm_IgmSpdas,302,312,train,0
"baking cookies",R46tDzc5eNQ,2,12,train,0
"baking cookies",rf3AFre6T1I,250,260,train,0
"baking cookies",RGHRf1PK4RI,219,229,train,0
"baking cookies",rJtooqNgLVw,99,109,train,0
"baking cookies",RZxeumzUa6Y,388,398,train,0
"baking cookies",SiUbLywxEW0,91,101,train,0
"baking cookies",sUaDf-JB-1E,241,251,train,0
"baking cookies",tNVvq91Genc,472,482,train,0
"baking cookies",TQH8_TYbo10,41,51,train,0
"baking cookies",TtYbGLd8D_0,48,58,train,0
"baking cookies",tU_1ViozloI,302,312,train,0
"baking cookies",UMIW8E4hZBE,316,326,train,0
"baking cookies",USIg1Td3Djk,408,418,train,0
"baking cookies",v9dbbA2kbTU,43,53,train,0
"baking cookies",VAQs6f5TFqY,151,161,train,0
"baking cookies",vboYMmmR1VA,140,150,train,0
"baking cookies",vuDeYBLVqyo,396,406,train,0
"baking cookies",vVav6kdw34E,61,71,train,0
"baking cookies",whvcLlfPGFE,197,207,train,0
"baking cookies",WKHAjo61iic,13,23,train,0
"baking cookies",X3EAeqsrTO0,99,109,train,0
"baking cookies",yjGIb8ud6oM,33,43,train,0
"baking cookies",YTfNB4HV5BA,4,14,train,0
"baking cookies",yyqAsAnfK3s,448,458,train,0
"baking cookies",_lnWEiWo_gw,320,330,train,0
"balloon blowing",0JDG_6tXpOY,50,60,train,0
"balloon blowing",1bA5-7DDrqI,85,95,train,0
"balloon blowing",1K3mdBvBjMc,120,130,train,0
"balloon blowing",2JaLgWGgZ5U,1,11,train,0
"balloon blowing",2lueBgm_Lrg,279,289,train,1
"balloon blowing",5prr03cxlvU,18,28,train,0
"balloon blowing",7OyfWVA8STw,64,74,train,0
"balloon blowing",9kdtPKhpJjI,1,11,train,0
"balloon blowing",a37Oi-gClic,32,42,train,0
"balloon blowing",amcU2EWt1Y8,115,125,train,0
"balloon blowing",AqFn-bVcUa0,44,54,train,0
"balloon blowing",aYr0ls1fHhM,2,12,train,0
"balloon blowing",BquzPu8pEwo,28,38,train,0
"balloon blowing",CaHhnK3i9mo,13,23,train,0
"balloon blowing",CP4UdA9g5mo,1088,1098,train,0
"balloon blowing",dwMOsX-5JII,1,11,train,0
"balloon blowing",edJ4wVZsE6M,1,11,train,0
"balloon blowing",eJJ0ud76fyA,2,12,train,0
"balloon blowing",EJtrzxFyf6E,46,56,train,0
"balloon blowing",Ekc6wk5lb20,25,35,train,0
"balloon blowing",f6TtNYlYOqQ,45,55,train,1
"balloon blowing",gHuB7k-utrs,3,13,train,0
"balloon blowing",gnfazBEvkqk,57,67,train,0
"balloon blowing",GVGpAlQ_TO0,0,10,train,0
"balloon blowing",H7vwHT14bmg,184,194,train,0
"balloon blowing",HEcnXnrAeDc,66,76,train,0
"balloon blowing",HEy5oaI-NGg,2,12,train,0
"balloon blowing",HZ1579Fg4DU,95,105,train,0
"balloon blowing",ImCOppuf8z0,39,49,train,0
"balloon blowing",jidhcOqBY68,14,24,train,0
"balloon blowing",jJcH_wdAYVc,190,200,train,0
"balloon blowing",lFeTK1y_kzM,27,37,train,0
"balloon blowing",lOadzyFrOvk,70,80,train,0
"balloon blowing",L_sdK_UPju0,0,10,train,0
"balloon blowing",m-KTpO0CSKI,13,23,train,0
"balloon blowing",m54jKz7-Irw,237,247,train,0
"balloon blowing",m9L24a6-wac,43,53,train,0
"balloon blowing",mhZek0-GJP8,5,15,train,0
"balloon blowing",ORuVCsN97xA,29,39,train,0
"balloon blowing",OTwNSyX80ww,478,488,train,0
"balloon blowing",p1yt8x48aQg,60,70,train,0
"balloon blowing",q1fh-uKznXo,115,125,train,0
"balloon blowing",QqGEVF9FeUs,6,16,train,0
"balloon blowing",QV1NdY38VbM,105,115,train,0
"balloon blowing",Qzft5h2F_5o,57,67,train,0
"balloon blowing",RsvM5ifFm44,59,69,train,0
"balloon blowing",SiimuqVhgME,168,178,train,0
"balloon blowing",t-klSjNnSvA,21,31,train,0
"balloon blowing",t87Zm2R1ovI,1,11,train,0
"balloon blowing",TTyy-_0T5l8,170,180,train,0
"balloon blowing",voCIkvP528g,0,10,train,0
"balloon blowing",VQktsZY4Y-Y,68,78,train,0
"balloon blowing",wN028lFb0lQ,21,31,train,0
"balloon blowing",wsZjt4BJTLM,14,24,train,0
"balloon blowing",X5NEx9zBMPQ,4,14,train,0
"balloon blowing",XIPjwgDPJYs,1,11,train,0
"balloon blowing",XpWEDj4f9w0,49,59,train,0
"balloon blowing",yoJ-l-gDcKc,200,210,train,0
"balloon blowing",zMRCh1qNs8M,20,30,train,0
"balloon blowing",zV4Lc1KSxO8,27,37,train,0
"balloon blowing",_YOB6AziaeE,3,13,train,0
bandaging,0Q_eAW6y0Vg,64,74,train,0
bandaging,2fKvpqy_gWk,145,155,train,0
bandaging,2NelhDcRxA0,2099,2109,train,0
bandaging,5fHYtZMJbBI,276,286,train,0
bandaging,AE91JBV0msQ,357,367,train,0
bandaging,B3ridFYUSFg,3,13,train,0
bandaging,bZvLf5ORcqQ,540,550,train,0
bandaging,eZVv9gwhP7s,112,122,train,0
bandaging,Ii5iNmjIsUQ,55,65,train,0
bandaging,iOwR5FRIcDk,128,138,train,0
bandaging,j-uF_zRh_jA,149,159,train,0
bandaging,j7ewViNb7-0,152,162,train,0
bandaging,Opxh7JCMDuM,82,92,train,0
bandaging,Pqkac0qj6-8,14,24,train,0
bandaging,RUqsximohVs,35,45,train,0
bandaging,_C9xoEG8omI,28,38,train,0
barbequing,2JOLf4W6hto,11,21,train,0
barbequing,3n8t5XqpiE4,49,59,train,0
barbequing,3wruD7iL3TE,531,541,train,0
barbequing,4v7TuNWEKIo,38,48,train,0
barbequing,54GUP_YKny0,162,172,train,0
barbequing,5Fn_x3Y4C2A,218,228,train,0
barbequing,7igMnG52Qvg,5,15,train,0
barbequing,8vTtXKv2zaQ,37,47,train,0
barbequing,90TtG5F3qss,46,56,train,0
barbequing,9jEYcVHirg8,202,212,train,0
barbequing,AecxzlBEez0,68,78,train,1
barbequing,bexehGHjwNk,64,74,train,0
barbequing,BpKlDypKz_8,9,19,train,0
barbequing,C_AtF2ATfHE,356,366,train,0
barbequing,FmVoYLzwQN4,27,37,train,0
barbequing,FTdKfVTfs0M,54,64,train,0
barbequing,GMnVt6v5SRM,60,70,train,0
barbequing,iCHFfSFzNyY,185,195,train,1
barbequing,iFv4YQxA4B4,70,80,train,0
barbequing,iolXkd7732Q,73,83,train,0
barbequing,j1oUQWrK504,2,12,train,0
barbequing,JysB9p6wvis,54,64,train,0
barbequing,KEisoh87Lqw,34,44,train,0
barbequing,lbHr3aBYw3s,287,297,train,1
barbequing,nnv-eM1wm8o,50,60,train,0
barbequing,nunnf8nkxng,128,138,train,1
barbequing,Oi7WuCYR9qg,158,168,train,0
barbequing,opnz_XB2HFg,2,12,train,0
barbequing,O_8NqlmDjrE,9,19,train,0
barbequing,PfeAcOkJ3aI,122,132,train,0
barbequing,P_bgT-FNy8U,12,22,train,0
barbequing,RrbwuJssIiA,544,554,train,0
barbequing,u3AQCLj30KY,16,26,train,0
barbequing,u9Bcx0L76ak,98,108,train,0
barbequing,VHlFP1ICImY,274,284,train,0
barbequing,xYrHsHUXXDg,27,37,train,0
barbequing,XZjPMLq8S2Q,223,233,train,0
barbequing,yr8AzN0WrKo,55,65,train,0
barbequing,zLixp0w0jwA,96,106,train,0
barbequing,_V9WlCOO9Gk,4,14,train,0
bartending,0cXMPf2bdFA,1142,1152,train,0
bartending,0naobi8Wb18,42,52,train,0
bartending,0p6htXueEv4,53,63,train,0
bartending,5F-_AKP5qLs,66,76,train,0
bartending,72gEz7p4iGk,0,10,train,0
bartending,7PifsZIr0Q8,132,142,train,0
bartending,ds5OHvEehyI,78,88,train,0
bartending,dz1VI2iOhXE,96,106,train,0
bartending,ERdMIqS5vm4,173,183,train,0
bartending,fx-BAq_fn0A,169,179,train,0
bartending,G7PYGQ9xyQA,108,118,train,0
bartending,jZS8nM-YKvg,184,194,train,0
bartending,kRnydIk5okE,68,78,train,0
bartending,o6Uciokkk0I,171,181,train,0
bartending,olkN0rLvmpI,1,11,train,0
bartending,ONBT_qtQL90,319,329,train,0
bartending,QTIhU86KqGg,167,177,train,0
